"Name","URI","Region GSS code","Period","Sales volume","Reporting period","Sales volume Cash purchases","Pivotable date"
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2015-05,3580,monthly,1277,2015-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2015-06,81857,monthly,25994,2015-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2015-06,4052,monthly,1400,2015-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2015-07,89783,monthly,28407,2015-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2015-07,4469,monthly,1630,2015-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2015-08,81957,monthly,26001,2015-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2015-08,3918,monthly,1433,2015-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2015-09,80192,monthly,25700,2015-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2015-09,3801,monthly,1404,2015-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2015-10,88132,monthly,27558,2015-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2015-10,4500,monthly,1665,2015-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2015-11,78861,monthly,25306,2015-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2015-11,4064,monthly,1488,2015-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2015-12,80366,monthly,24819,2015-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2015-12,4129,monthly,1444,2015-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2016-01,59992,monthly,18950,2016-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2016-01,2788,monthly,1076,2016-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2016-02,65124,monthly,20743,2016-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2016-02,3215,monthly,1184,2016-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2016-03,119302,monthly,44369,2016-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2016-03,5744,monthly,2489,2016-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2016-04,52590,monthly,14244,2016-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2016-04,2822,monthly,873,2016-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2016-05,60179,monthly,17172,2016-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2016-05,3125,monthly,978,2016-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2016-06,74259,monthly,21717,2016-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2016-06,3812,monthly,1249,2016-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2016-07,77919,monthly,22954,2016-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2016-07,4057,monthly,1425,2016-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2016-08,79655,monthly,24209,2016-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2016-08,4122,monthly,1464,2016-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2016-09,76114,monthly,23122,2016-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2016-09,4054,monthly,1393,2016-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2016-10,70825,monthly,22138,2016-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2016-10,3957,monthly,1445,2016-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2016-11,74097,monthly,23713,2016-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2016-11,4084,monthly,1476,2016-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2016-12,79605,monthly,23932,2016-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2016-12,4581,monthly,1578,2016-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2017-01,57498,monthly,18872,2017-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2017-01,3056,monthly,1116,2017-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2017-02,60662,monthly,18891,2017-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2017-02,3225,monthly,1170,2017-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2017-03,74386,monthly,23503,2017-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2017-03,3909,monthly,1440,2017-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2017-04,62318,monthly,20263,2017-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2017-04,3490,monthly,1241,2017-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2017-05,69176,monthly,27060,2017-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2017-05,3933,monthly,1797,2017-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2017-06,84327,monthly,27326,2017-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2017-06,4691,monthly,1673,2017-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2017-07,76993,monthly,23190,2017-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2017-07,4143,monthly,1420,2017-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2017-08,82670,monthly,24757,2017-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2017-08,4572,monthly,1621,2017-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2017-09,78082,monthly,23320,2017-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2017-09,4424,monthly,1560,2017-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2017-10,77047,monthly,23581,2017-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2017-10,4471,monthly,1653,2017-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2017-11,76788,monthly,23606,2017-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2017-11,4474,monthly,1563,2017-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2017-12,76522,monthly,21469,2017-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2017-12,4659,monthly,1504,2017-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2018-01,57138,monthly,17609,2018-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2018-01,3170,monthly,1160,2018-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2018-02,58494,monthly,17393,2018-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2018-02,3276,monthly,1149,2018-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2018-03,68184,monthly,19499,2018-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2018-03,3800,monthly,1287,2018-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2018-04,58939,monthly,17319,2018-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2018-04,3367,monthly,1215,2018-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2018-05,67590,monthly,19154,2018-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2018-05,3799,monthly,1264,2018-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2018-06,79056,monthly,21543,2018-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2018-06,4344,monthly,1390,2018-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2018-07,73910,monthly,21205,2018-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2018-07,4227,monthly,1445,2018-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2018-08,84466,monthly,24068,2018-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2018-08,4811,monthly,1658,2018-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2018-09,68839,monthly,20188,2018-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2018-09,3959,monthly,1341,2018-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2018-10,76864,monthly,22640,2018-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2018-10,4387,monthly,1546,2018-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2018-11,81610,monthly,23361,2018-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2018-11,5057,monthly,1701,2018-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2018-12,69841,monthly,18738,2018-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2018-12,4255,monthly,1334,2018-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-01,54134,monthly,15897,2019-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2019-01,3070,monthly,1047,2019-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-02,57330,monthly,16354,2019-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2019-02,3207,monthly,1034,2019-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-03,65206,monthly,17969,2019-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2019-03,3639,monthly,1195,2019-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-04,60107,monthly,16445,2019-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2019-04,3462,monthly,1139,2019-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-05,66812,monthly,18124,2019-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2019-05,3854,monthly,1183,2019-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-06,69001,monthly,17590,2019-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2019-06,3997,monthly,1187,2019-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-07,73613,monthly,20206,2019-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2019-07,4306,monthly,1378,2019-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-08,78838,monthly,20742,2019-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2019-08,4546,monthly,1415,2019-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-09,69020,monthly,18800,2019-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2019-09,3923,monthly,1226,2019-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-10,74620,monthly,20646,2019-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2019-10,4294,monthly,1355,2019-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-11,76702,monthly,20466,2019-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2019-11,4494,monthly,1356,2019-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-12,70541,monthly,18388,2019-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2019-12,4089,monthly,1160,2019-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-01,56603,monthly,15566,2020-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2020-01,3171,monthly,1011,2020-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-02,56568,monthly,15325,2020-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2020-02,3168,monthly,960,2020-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-03,57626,monthly,15525,2020-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2020-03,3340,monthly,1028,2020-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-04,23673,monthly,6037,2020-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2020-04,1381,monthly,397,2020-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-05,30798,monthly,8467,2020-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2020-05,1576,monthly,471,2020-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-06,46664,monthly,12806,2020-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2020-06,2013,monthly,596,2020-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-07,54524,monthly,15118,2020-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2020-07,2391,monthly,825,2020-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-08,56476,monthly,15156,2020-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2020-08,2525,monthly,858,2020-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-09,62864,monthly,17116,2020-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2020-09,2859,monthly,877,2020-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-10,77907,monthly,21585,2020-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2020-10,4200,monthly,1389,2020-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-11,76747,monthly,21598,2020-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2020-11,4236,monthly,1390,2020-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-12,85705,monthly,23812,2020-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2020-12,4929,monthly,1676,2020-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-01,70906,monthly,20098,2021-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2021-01,3404,monthly,1113,2021-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-02,90060,monthly,25281,2021-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2021-02,4113,monthly,1266,2021-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-03,128525,monthly,38047,2021-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2021-03,5504,monthly,1811,2021-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-04,82173,monthly,23147,2021-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2021-04,4323,monthly,1417,2021-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-05,71336,monthly,20021,2021-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2021-05,4027,monthly,1276,2021-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-06,162673,monthly,46666,2021-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2021-06,7096,monthly,2204,2021-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-07,52302,monthly,13966,2021-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2021-07,3890,monthly,1213,2021-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-08,71786,monthly,19585,2021-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2021-08,4304,monthly,1311,2021-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-09,125654,monthly,36874,2021-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2021-09,4773,monthly,1552,2021-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-10,53907,monthly,14191,2021-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2021-10,4556,monthly,1444,2021-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-11,68044,monthly,19358,2021-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2021-11,4672,monthly,1475,2021-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-12,76166,monthly,21100,2021-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2021-12,4545,monthly,1396,2021-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-01,57602,monthly,16464,2022-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2022-01,3261,monthly,1039,2022-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-02,66048,monthly,18383,2022-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2022-02,3746,monthly,1189,2022-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-03,75440,monthly,21491,2022-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2022-03,4154,monthly,1319,2022-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-04,68234,monthly,19263,2022-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2022-04,3792,monthly,1215,2022-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-05,68223,monthly,19167,2022-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2022-05,3813,monthly,1175,2022-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-06,71809,monthly,19490,2022-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2022-06,3618,monthly,1106,2022-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-07,76486,monthly,20953,2022-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2022-07,4207,monthly,1279,2022-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-08,79111,monthly,21802,2022-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2022-08,4237,monthly,1337,2022-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-09,79500,monthly,22077,2022-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2022-09,4153,monthly,1345,2022-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-10,75912,monthly,21073,2022-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2022-10,4308,monthly,1508,2022-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-11,77523,monthly,22109,2022-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2022-11,4216,monthly,1362,2022-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-12,73294,monthly,20311,2022-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2022-12,4008,monthly,1253,2022-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2023-01,50359,monthly,15774,2023-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2023-01,2644,monthly,905,2023-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2023-02,49837,monthly,16277,2023-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2023-02,2679,monthly,909,2023-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2023-03,57529,monthly,19835,2023-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2023-03,3228,monthly,1149,2023-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2023-04,41002,monthly,14375,2023-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2023-04,2298,monthly,844,2023-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2023-05,44542,monthly,15170,2023-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2023-05,2515,monthly,865,2023-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2023-06,56427,monthly,18023,2023-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2023-06,3210,monthly,1089,2023-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2023-07,52068,monthly,16431,2023-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2023-07,2872,monthly,916,2023-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2023-08,59192,monthly,18581,2023-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2023-08,3135,monthly,1004,2023-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2023-09,57425,monthly,17965,2023-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2023-09,3201,monthly,1080,2023-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2023-10,55937,monthly,17968,2023-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2023-10,3093,monthly,1057,2023-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2023-11,54315,monthly,18045,2023-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2023-11,2945,monthly,1032,2023-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2023-12,51916,monthly,16433,2023-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2023-12,3015,monthly,976,2023-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-01,41790,monthly,13741,2024-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2024-01,2082,monthly,717,2024-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-02,47183,monthly,14578,2024-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2024-02,2541,monthly,814,2024-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-03,54167,monthly,15969,2024-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2024-03,2867,monthly,910,2024-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-04,48641,monthly,14530,2024-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2024-04,2617,monthly,856,2024-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-05,59419,monthly,16983,2024-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2024-05,3145,monthly,940,2024-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-06,57853,monthly,15666,2024-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2024-06,3174,monthly,895,2024-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-07,64652,monthly,17921,2024-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2024-07,3528,monthly,1070,2024-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-08,70500,monthly,19002,2024-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2024-08,3790,monthly,1073,2024-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-09,63165,monthly,17193,2024-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2024-09,3270,monthly,967,2024-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-10,73751,monthly,20498,2024-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2024-10,3874,monthly,1146,2024-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-11,70691,monthly,18787,2024-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2024-11,3931,monthly,1149,2024-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-12,65201,monthly,16634,2024-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2024-12,3547,monthly,961,2024-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2025-01,54389,monthly,14077,2025-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2025-01,2743,monthly,770,2025-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2025-02,60550,monthly,14973,2025-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2025-02,3070,monthly,848,2025-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2025-03,108520,monthly,26643,2025-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2025-03,3429,monthly,1003,2025-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2025-04,26509,monthly,6120,2025-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2025-04,2715,monthly,675,2025-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2025-05,42828,monthly,9803,2025-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2025-05,2826,monthly,707,2025-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2025-06,48107,monthly,10268,2025-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2025-06,2889,monthly,706,2025-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2025-07,54099,monthly,11236,2025-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2025-07,3112,monthly,764,2025-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2025-08,54093,monthly,10305,2025-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2025-08,3020,monthly,641,2025-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2025-09,45247,monthly,6814,2025-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2025-09,2452,monthly,435,2025-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2025-10,47878,monthly,4161,2025-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2025-10,2671,monthly,278,2025-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2025-11,,monthly,,2025-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2025-11,,monthly,,2025-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2025-12,,monthly,,2025-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2025-12,,monthly,,2025-12-01
