"Name","URI","Region GSS code","Period","Sales volume","Reporting period","Sales volume Existing properties","Pivotable date"
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2003-07,5577,monthly,5135,2003-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2003-08,109995,monthly,100583,2003-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2003-08,5936,monthly,5503,2003-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2003-09,106682,monthly,97100,2003-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2003-09,5485,monthly,5076,2003-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2003-10,119798,monthly,109063,2003-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2003-10,6429,monthly,5896,2003-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2003-11,112141,monthly,101042,2003-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2003-11,6162,monthly,5561,2003-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2003-12,116105,monthly,100373,2003-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2003-12,6073,monthly,5348,2003-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2004-01,86697,monthly,80838,2004-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2004-01,4291,monthly,3940,2004-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2004-02,86512,monthly,79095,2004-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2004-02,4206,monthly,3776,2004-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2004-03,100342,monthly,90471,2004-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2004-03,5256,monthly,4743,2004-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2004-04,114092,monthly,104333,2004-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2004-04,5821,monthly,5363,2004-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2004-05,105117,monthly,95038,2004-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2004-05,5226,monthly,4756,2004-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2004-06,118877,monthly,104537,2004-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2004-06,5688,monthly,5097,2004-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2004-07,126778,monthly,117283,2004-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2004-07,6166,monthly,5706,2004-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2004-08,109199,monthly,100211,2004-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2004-08,4807,monthly,4330,2004-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2004-09,93996,monthly,84883,2004-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2004-09,4276,monthly,3812,2004-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2004-10,90273,monthly,81337,2004-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2004-10,4087,monthly,3674,2004-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2004-11,79540,monthly,70730,2004-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2004-11,3780,monthly,3300,2004-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2004-12,80888,monthly,66477,2004-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2004-12,3724,monthly,3061,2004-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2005-01,53464,monthly,48039,2005-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2005-01,2516,monthly,2268,2005-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2005-02,56044,monthly,49550,2005-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2005-02,2572,monthly,2304,2005-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2005-03,67322,monthly,58683,2005-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2005-03,3336,monthly,2972,2005-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2005-04,78958,monthly,69750,2005-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2005-04,3891,monthly,3497,2005-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2005-05,79951,monthly,70973,2005-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2005-05,3865,monthly,3459,2005-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2005-06,92080,monthly,77887,2005-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2005-06,4271,monthly,3675,2005-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2005-07,96925,monthly,87835,2005-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2005-07,4428,monthly,3976,2005-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2005-08,94592,monthly,85653,2005-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2005-08,4410,monthly,4048,2005-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2005-09,96191,monthly,85606,2005-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2005-09,4534,monthly,4063,2005-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2005-10,88571,monthly,79148,2005-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2005-10,4249,monthly,3833,2005-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2005-11,91445,monthly,81446,2005-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2005-11,4383,monthly,3950,2005-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2005-12,102289,monthly,85933,2005-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2005-12,4704,monthly,4043,2005-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2006-01,73019,monthly,66094,2006-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2006-01,3228,monthly,2972,2006-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2006-02,75775,monthly,67557,2006-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2006-02,3567,monthly,3236,2006-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2006-03,99396,monthly,87556,2006-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2006-03,4663,monthly,4146,2006-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2006-04,91305,monthly,81705,2006-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2006-04,4207,monthly,3835,2006-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2006-05,101080,monthly,90433,2006-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2006-05,4582,monthly,4165,2006-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2006-06,120679,monthly,103739,2006-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2006-06,5755,monthly,4986,2006-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2006-07,112469,monthly,102752,2006-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2006-07,5136,monthly,4777,2006-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2006-08,118684,monthly,108998,2006-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2006-08,5447,monthly,5067,2006-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2006-09,113761,monthly,103177,2006-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2006-09,5482,monthly,5005,2006-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2006-10,110764,monthly,101052,2006-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2006-10,5520,monthly,5106,2006-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2006-11,112690,monthly,102265,2006-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2006-11,5525,monthly,5061,2006-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2006-12,119458,monthly,103103,2006-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2006-12,5947,monthly,5291,2006-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2007-01,85121,monthly,78600,2007-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-01,3962,monthly,3747,2007-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2007-02,84374,monthly,77829,2007-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-02,3750,monthly,3496,2007-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2007-03,103039,monthly,92945,2007-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-03,4895,monthly,4554,2007-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2007-04,92543,monthly,84841,2007-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-04,4428,monthly,4186,2007-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2007-05,104937,monthly,96107,2007-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-05,5047,monthly,4730,2007-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2007-06,120076,monthly,106506,2007-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-06,5925,monthly,5509,2007-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2007-07,113560,monthly,106336,2007-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-07,5387,monthly,5183,2007-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2007-08,121246,monthly,114720,2007-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-08,5719,monthly,5535,2007-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2007-09,95771,monthly,89345,2007-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-09,4391,monthly,4212,2007-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2007-10,100053,monthly,92869,2007-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-10,4766,monthly,4552,2007-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2007-11,98151,monthly,91097,2007-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-11,4822,monthly,4544,2007-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2007-12,79311,monthly,69516,2007-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-12,4074,monthly,3679,2007-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2008-01,56189,monthly,52322,2008-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-01,2536,monthly,2399,2008-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2008-02,59992,monthly,55483,2008-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-02,2682,monthly,2592,2008-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2008-03,56066,monthly,49501,2008-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-03,2923,monthly,2620,2008-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2008-04,60459,monthly,53376,2008-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-04,3056,monthly,2765,2008-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2008-05,62969,monthly,56010,2008-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-05,3327,monthly,2978,2008-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2008-06,57038,monthly,47390,2008-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-06,3037,monthly,2584,2008-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2008-07,51095,monthly,45604,2008-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-07,2518,monthly,2312,2008-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2008-08,46910,monthly,41976,2008-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-08,2221,monthly,2000,2008-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2008-09,40222,monthly,34852,2008-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-09,2032,monthly,1787,2008-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2008-10,43079,monthly,37652,2008-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-10,2391,monthly,2121,2008-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2008-11,35029,monthly,30000,2008-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-11,1868,monthly,1616,2008-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2008-12,38540,monthly,31089,2008-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-12,1985,monthly,1566,2008-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2009-01,25782,monthly,22906,2009-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-01,1172,monthly,1049,2009-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2009-02,26660,monthly,23357,2009-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-02,1289,monthly,1106,2009-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2009-03,34857,monthly,29873,2009-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-03,2013,monthly,1517,2009-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2009-04,37585,monthly,33294,2009-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-04,1943,monthly,1671,2009-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2009-05,43500,monthly,38737,2009-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-05,2278,monthly,1935,2009-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2009-06,51058,monthly,43347,2009-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-06,2548,monthly,2134,2009-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2009-07,60332,monthly,55014,2009-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-07,2990,monthly,2696,2009-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2009-08,56038,monthly,51369,2009-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-08,2514,monthly,2268,2009-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2009-09,56068,monthly,50832,2009-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-09,2644,monthly,2351,2009-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2009-10,62974,monthly,57467,2009-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-10,3004,monthly,2716,2009-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2009-11,58583,monthly,52985,2009-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-11,2757,monthly,2496,2009-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2009-12,75376,monthly,67027,2009-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-12,3405,monthly,3029,2009-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2010-01,34383,monthly,31435,2010-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-01,1499,monthly,1359,2010-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2010-02,40718,monthly,37005,2010-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-02,1901,monthly,1703,2010-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2010-03,49166,monthly,43980,2010-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-03,2379,monthly,2154,2010-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2010-04,49802,monthly,45458,2010-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-04,2553,monthly,2321,2010-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2010-05,49793,monthly,44998,2010-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-05,2543,monthly,2250,2010-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2010-06,59887,monthly,52609,2010-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-06,3013,monthly,2642,2010-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2010-07,64635,monthly,60338,2010-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-07,2987,monthly,2805,2010-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2010-08,58984,monthly,54923,2010-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-08,2692,monthly,2491,2010-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2010-09,55114,monthly,50074,2010-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-09,2542,monthly,2279,2010-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2010-10,55948,monthly,51542,2010-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-10,2873,monthly,2612,2010-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2010-11,53689,monthly,49222,2010-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-11,2776,monthly,2512,2010-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2010-12,54383,monthly,48141,2010-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-12,2715,monthly,2401,2010-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2011-01,36005,monthly,33415,2011-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-01,1682,monthly,1572,2011-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2011-02,37892,monthly,35003,2011-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-02,1841,monthly,1654,2011-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2011-03,44568,monthly,39861,2011-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-03,2280,monthly,2044,2011-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2011-04,48605,monthly,44320,2011-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-04,2285,monthly,2061,2011-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2011-05,46851,monthly,42828,2011-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-05,2257,monthly,2022,2011-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2011-06,55226,monthly,47799,2011-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-06,2721,monthly,2273,2011-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2011-07,59692,monthly,55466,2011-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-07,2820,monthly,2631,2011-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2011-08,61631,monthly,57518,2011-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-08,2939,monthly,2667,2011-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2011-09,60860,monthly,55644,2011-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-09,2875,monthly,2579,2011-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2011-10,55412,monthly,51019,2011-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-10,2729,monthly,2520,2011-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2011-11,57594,monthly,52459,2011-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-11,2937,monthly,2637,2011-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2011-12,60991,monthly,53350,2011-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-12,2919,monthly,2523,2011-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2012-01,42125,monthly,39080,2012-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-01,1839,monthly,1710,2012-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2012-02,43023,monthly,39524,2012-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-02,1988,monthly,1833,2012-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2012-03,58990,monthly,52171,2012-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-03,2602,monthly,2280,2012-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2012-04,41395,monthly,37523,2012-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-04,2104,monthly,1908,2012-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2012-05,50413,monthly,45506,2012-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-05,2346,monthly,2099,2012-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2012-06,57212,monthly,48778,2012-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-06,2924,monthly,2438,2012-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2012-07,56838,monthly,52964,2012-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-07,2582,monthly,2418,2012-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2012-08,62396,monthly,57719,2012-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-08,2934,monthly,2714,2012-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2012-09,50670,monthly,45558,2012-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-09,2449,monthly,2206,2012-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2012-10,56410,monthly,51574,2012-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-10,2884,monthly,2616,2012-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2012-11,61010,monthly,55582,2012-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-11,3039,monthly,2767,2012-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2012-12,54054,monthly,46544,2012-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-12,2689,monthly,2290,2012-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2013-01,41530,monthly,38586,2013-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2013-01,1802,monthly,1683,2013-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2013-02,43191,monthly,39660,2013-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2013-02,2027,monthly,1880,2013-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2013-03,52099,monthly,45993,2013-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2013-03,2601,monthly,2307,2013-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2013-04,48744,monthly,44124,2013-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2013-04,2303,monthly,2096,2013-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2013-05,63360,monthly,57623,2013-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2013-05,3028,monthly,2768,2013-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2013-06,63222,monthly,53396,2013-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2013-06,3183,monthly,2707,2013-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2013-07,70536,monthly,65884,2013-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2013-07,3329,monthly,3153,2013-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2013-08,76183,monthly,70225,2013-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2013-08,3532,monthly,3293,2013-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2013-09,67217,monthly,60745,2013-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2013-09,3218,monthly,2940,2013-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2013-10,75111,monthly,68987,2013-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2013-10,3632,monthly,3350,2013-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2013-11,81041,monthly,73967,2013-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2013-11,4070,monthly,3766,2013-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2013-12,77833,monthly,67691,2013-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2013-12,3887,monthly,3377,2013-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2014-01,64587,monthly,60341,2014-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2014-01,2917,monthly,2762,2014-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2014-02,64181,monthly,59081,2014-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2014-02,2958,monthly,2766,2014-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2014-03,66594,monthly,59574,2014-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2014-03,3214,monthly,2937,2014-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2014-04,69314,monthly,63294,2014-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2014-04,3360,monthly,3093,2014-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2014-05,76211,monthly,69315,2014-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2014-05,3848,monthly,3518,2014-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2014-06,79628,monthly,68076,2014-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2014-06,3849,monthly,3375,2014-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2014-07,83160,monthly,77211,2014-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2014-07,4151,monthly,3874,2014-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2014-08,86320,monthly,79999,2014-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2014-08,4084,monthly,3787,2014-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2014-09,77547,monthly,70561,2014-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2014-09,3654,monthly,3329,2014-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2014-10,84927,monthly,77930,2014-10-01
